13223,"208  ","2080000","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ｲｶﾆｹｲｻｲｶﾞﾅｲﾊﾞｱｲ","東京都","武蔵村山市","以下に掲載がない場合",0,0,0,0,0,0
,13223,"208  ","2080023","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ｲﾅﾀﾞｲﾗ","東京都","武蔵村山市","伊奈平",0,0,1,0,0,0
,13223,"208  ","2080022","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ｴﾉｷ","東京都","武蔵村山市","榎",0,0,1,0,0,0
,13223,"208  ","2080013","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ｵｵﾐﾅﾐ","東京都","武蔵村山市","大南",0,0,1,0,0,0
,13223,"208  ","2080011","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ｶﾞｸｴﾝ","東京都","武蔵村山市","学園",0,0,1,0,0,0
,13223,"208  ","2080031","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ｷｼ","東京都","武蔵村山市","岸",0,0,0,0,0,0
,13223,"208  ","2080034","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ｻﾞﾝﾎﾞﾘ","東京都","武蔵村山市","残堀",0,0,1,0,0,0
,13223,"208  ","2080002","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ｼﾝﾒｲ","東京都","武蔵村山市","神明",0,0,1,0,0,0
,13223,"208  ","2080003","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ﾁｭｳｵｳ","東京都","武蔵村山市","中央",0,0,1,0,0,0
,13223,"208  ","2080001","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ﾅｶﾄｳ","東京都","武蔵村山市","中藤",0,0,1,0,0,0
,13223,"208  ","2080035","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ﾅｶﾊﾗ","東京都","武蔵村山市","中原",0,0,1,0,0,0
,13223,"208  ","2080004","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ﾎﾝﾏﾁ","東京都","武蔵村山市","本町",0,0,1,0,0,0
,13223,"208  ","2080033","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ﾐﾂｷﾞ(ｵｵｱｻﾞ)","東京都","武蔵村山市","三ツ木（大字）",1,0,0,0,0,0
,13223,"208  ","2080032","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ﾐﾂｷﾞ(1-5ﾁｮｳﾒ)","東京都","武蔵村山市","三ツ木（１～５丁目）",1,0,1,0,0,0
,13223,"208  ","2080021","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ﾐﾂﾌｼﾞ","東京都","武蔵村山市","三ツ藤",0,0,1,0,0,0
,13223,"208  ","2080012","ﾄｳｷｮｳﾄ","ﾑｻｼﾑﾗﾔﾏｼ","ﾐﾄﾞﾘｶﾞｵｶ","東京都","武蔵村山市","緑が丘",0,0,0,0,0,0
,13220,"207  ","2070000","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ｲｶﾆｹｲｻｲｶﾞﾅｲﾊﾞｱｲ","東京都","東大和市","以下に掲載がない場合",0,0,0,0,0,0
,13220,"207  ","2070033","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ｲﾓｸﾎﾞ","東京都","東大和市","芋窪",0,0,1,0,0,0
,13220,"207  ","2070023","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ｶﾐｷﾀﾀﾞｲ","東京都","東大和市","上北台",0,0,1,0,0,0
,13220,"207  ","2070011","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ｷﾖﾊﾗ","東京都","東大和市","清原",0,0,1,0,0,0
,13220,"207  ","2070002","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ｺﾊﾝ","東京都","東大和市","湖畔",0,0,1,0,0,0
,13220,"207  ","2070022","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ｻｸﾗｶﾞｵｶ","東京都","東大和市","桜が丘",0,0,1,0,0,0
,13220,"207  ","2070003","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ｻﾔﾏ","東京都","東大和市","狭山",0,0,1,0,0,0
,13220,"207  ","2070004","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ｼﾐｽﾞ","東京都","東大和市","清水",0,0,1,0,0,0
,13220,"207  ","2070012","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ｼﾝﾎﾞﾘ","東京都","東大和市","新堀",0,0,1,0,0,0
,13220,"207  ","2070032","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ｿﾞｳｼｷ","東京都","東大和市","蔵敷",0,0,1,0,0,0
,13220,"207  ","2070005","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ﾀｶｷﾞ","東京都","東大和市","高木",0,0,1,0,0,0
,13220,"207  ","2070021","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ﾀﾃﾉ","東京都","東大和市","立野",0,0,1,0,0,0
,13220,"207  ","2070001","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ﾀﾏｺ","東京都","東大和市","多摩湖",0,0,1,0,0,0
,13220,"207  ","2070015","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ﾁｭｳｵｳ","東京都","東大和市","中央",0,0,1,0,0,0
,13220,"207  ","2070016","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ﾅｶﾊﾗ","東京都","東大和市","仲原",0,0,1,0,0,0
,13220,"207  ","2070031","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ﾅﾗﾊｼ","東京都","東大和市","奈良橋",0,0,1,0,0,0
,13220,"207  ","2070014","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ﾅﾝｶﾞｲ","東京都","東大和市","南街",0,0,1,0,0,0
,13220,"207  ","2070013","ﾄｳｷｮｳﾄ","ﾋｶﾞｼﾔﾏﾄｼ","ﾑｺｳﾊﾗ","東京都","東大和市","向原",0,0,1,0,0,0
,13225,"206  ","2060000","ﾄｳｷｮｳﾄ","ｲﾅｷﾞｼ","ｲｶﾆｹｲｻｲｶﾞﾅｲﾊﾞｱｲ","東京都","稲城市","以下に掲載がない場合",0,0,0,1,0,0
,13225,"206  ","2060801","ﾄｳｷｮｳﾄ","ｲﾅｷﾞｼ","ｵｵﾏﾙ","東京都","稲城市","大丸",0,0,0,0,0,0
,13225,"206  ","2060811","ﾄｳｷｮｳﾄ","ｲﾅｷﾞｼ","ｵｼﾀﾃ","東京都","稲城市","押立",0,0,0,0,0,0
,13225,"206  ","2060803","ﾄｳｷｮｳﾄ","ｲﾅｷﾞｼ","ｺｳﾖｳﾀﾞｲ","東京都","稲城市","向陽台",0,0,1,0,0,0
,13225,"206  ","2060822","ﾄｳｷｮｳﾄ","ｲﾅｷﾞｼ","ｻｶﾊﾏ","東京都","稲城市","坂浜",0,0,0,0,0,0
,13225,"206  ","2060821","ﾄｳｷｮｳﾄ","ｲﾅｷﾞｼ","ﾅｶﾞﾐﾈ","東京都","稲城市","長峰",0,0,1,0,0,0
,13225,"206  ","2060802","ﾄｳｷｮｳﾄ","ｲﾅｷﾞｼ","ﾋｶﾞｼﾅｶﾞﾇﾏ","東京都","稲城市","東長沼",0,0,0,0,0,0
,13225,"206  ","2060823","ﾄｳｷｮｳﾄ","ｲﾅｷﾞｼ","ﾋﾗｵ","東京都","稲城市","平尾",0,0,1,0,0,0
